title,name,category,material,brand,description,url,img_url,biodegradable,recyclable,low_waste,eco_packaging,low_carbon,renewable
Vegan Biodegradable Dental Floss Picks (200 Count) - Natural | Sustainable | Eco-Friendly | Charcoal Dental Flossers for a Zero Waste Oral Care,Dental Floss,Health & Household,String,ME MOTHER EARTH,"EMBRACE SUSTAINABLE FLOSSING: Discover the pleasure of our popular floss, reinvented as convenient floss picks! Effortlessly maintain oral health on-the-go while reducing plastic waste. Ideal for those who cherish their favorite oral care habits. > EFFORTLESSLY PLASTIC-FREE: Our biodegradable dental floss picks expertly remove debris and plaque, reaching even the most challenging spots. Made entirely from natural, plastic-free materials, our vegan picks are cruelty-free and environmentally gentle. > CHARCOAL INFUSED TOP-TIER QUALITY: Treat yourself to the soothing comfort of our bamboo floss - an unrivaled experience. With its exceptional strength, it effortlessly eliminates plaque, leaving behind a refreshing feeling. Effectively clearing away plaque and debris for enhanced oral well-being. > ZERO WASTE SOLUTION: Our brand is dedicated to mindful, plastic-free packaging, facilitating seamless transitions to an eco-friendly lifestyle. Every effort to eliminate plastic waste counts. Crafted with biodegradable materials, these reduce environmental harm, promoting a zero-waste ethos. > COMMITTED TO EARTH: We're dedicated to giving back, pledging 10% of profits to ocean and environmental conservation. If unsatisfied, we'll ensure satisfaction or refund. Join us for a guilt-free, convenient, and ethically sourced dental care, preserving the planet.",https://www.amazon.com/dp/B09WCWTNBV,https://m.media-amazon.com/images/I/61swJJ8yp-L.__AC_SX300_SY300_QL70_ML2_.jpg,1,0,1,1,0,1
Hemptique Hemp Cord 4 Color Cards - Made with Love - Crafters No. 1 Choice  Eco Friendly  Plant Hanger - Scrapbooking  Gardening  Macram  Home Dcor (Vintage Pack),Beading Cords & Threads,"Arts, Crafts & Sewing",Vintage,Hemptique,"The Crafter's Choice: Our Hemp Cord is ideal for any of your crafting needs. This can be used for macram wall hanging, plant hangers, bohemian dream catchers, key chains, earrings, scrapbooking embellishments, bracelets jewelry, card making, paper crafts, string art, and more. > Home Dcor: Hemptique products can be used as decorative elements in home dcor. Such as on paper banners, wrapping gifts, and hanging ornaments. You can also use as Macram plant hangers and other unique Home Dcor DIY Projects. > Great For Gardeners: Ideal for gardening and can be used to easily secure and tie up plants in the garden! Also to create trellises, wrap flowerpots, create plant hangers, and more. > 100% Natural Hemp Fibers: Hemptique is sustainable for Mother Earth. Hemptique products will always remain fresh. > Biodegradable & Eco Friendly: Product of the Earth. Crafting Materials that are Vegan Approved.",https://www.amazon.com/dp/B006FZ351K,https://m.media-amazon.com/images/I/61+6cRTKkLL._AC_SY300_SX300_.jpg,1,0,1,0,0,1
"Reusable Paper Towels with Cotton Wash Bag | Ginger Beige 12 x Washable Eco Friendly Paper Towels, Napkins Cloth Kitchen Washable Reusable Paper Towel Roll",Paper Towels,Health & Household,Washcloth,homeostasis living,"Cotton > Ginger | Botanical - Shades Range | Deluxe, double (2-ply) & larger size 11"" X 11"" | Organic cotton reusable washable paper towels | Bamboo stand sold separately | Quality, strong & durable washable reusable nonpaper towels with natural eco-friendly dyes | Modern paper towel alternative with quality designer pattern fabric printed on both sides | Tip: Keep a few reusable paper towels spare for decoration (due to natural colours/material you may expect some minor fading/ shrinkage over time!). > Save Money | Multipurpose | Reusable | Reduce use of single-use disposable paper towels and save hundreds with quality, reusable washable papertowels. So many areas you can use them for: kitchen, dining room, outdoor entertaining, kids, travel, picnics (reusable napkins), reusable cleaning cloths, washcloth, rags, bamboo paper towel + swedish dish clothes alternative substitute, dishcloths, babies & children (safe & chemical free), office/ workplaces, laundry, cars, handbags + camping/ caravans! > Bonus organic cotton wash bag | Simple care to wash - place your reusable paper towels in the bonus wash bag in a gentle/ normal wash and line dry in sun (prolong the life of the natural materials + colours by avoiding dryers!). Fold or roll back onto a paper towel holder to reuse easily (they are clever and hold their form when rolled onto each other- avoid plastic snaps!) Try with our natural bamboo paper towel Holder (sold separately on our homeostasis living store on amazon). > Eco friendly | Modern | Biodegradable | Zero Waste Gift Pack | Single use replacements | Packaged with 100% recycled paper and plastic free to create a sustainable closed loop system and in eco-friendly bulk sizes to create less waste in your home.",https://www.amazon.com/dp/B0C1F23311,https://m.media-amazon.com/images/I/916BxgR+zmL._AC_SY300_SX300_.jpg,1,1,1,1,0,1
"Eco Friendly Toilet Brush with Strong, Natural Tampico Bristles, Sustainable 14"" Beechwood Toilet Brush with Ceramic Dip Tray, All Natural, Zero Waste Wooden Toilet Brush and Holder Set",Toilet Brushes & Holders,Home & Kitchen,Wood,Nacterra,"Durable and Long-Lasting: The Nacterra Wooden Toilet Brush and Holder Set is crafted with premium beechwood and Tampico fiber bristles, ensuring it withstands daily use while maintaining its strength, durability, and cleaning effectiveness for years to come. > Eco-Friendly and Sustainable: Our biodegradable toilet brush is thoughtfully crafted from sustainable materials like beechwood and natural Tampico fibers, providing an environmentally friendly and long-lasting alternative to plastic brushes and holders. > Stylish and Functional Design: The sleek, simple design of the wood toilet brush and holder set effortlessly complements any bathroom decor. Perfect for zero-waste living, this brush reduces plastic waste while offering a stylish and functional solution for an eco-conscious. > Hassle-Free Cleaning and Maintenance: The Tampico fiber bristles on the wooden toilet brush are easy to clean, offering a hygienic and long-lasting solution. While the brush head is not replaceable, it is built to be durable and withstand regular use. > Thoughtful and Sustainable: The Nacterra wooden toilet brush and holder set makes a perfect addition to any bathroom or a thoughtful gift for eco-conscious individuals. Crafted with sustainability in mind, it combines practicality, durability, and style. Our mission is to reduce environmental impact and promote greener livingone functional product at a time.",https://www.amazon.com/dp/B0BNNQB8Y6,https://m.media-amazon.com/images/I/51Abq3cx+nL._AC_SY300_SX300_.jpg,1,0,1,0,1,1
"Footprint eco-friendly 200 Pack Fiber 3-Cavity Take Out Food Containers with Clamshell Hinged Lid (Natural look) - biodegradable, plant-based fiber",Clamshell Take Out Containers,Industrial & Scientific,Paper,Footprint,"Footprint's eco-friendly 200 Pack Fiber 3-Cavity Take Out Food Containers with Clamshell Hinged Lid > Better for the Planet - Footprint Origin Fiber is 100% plastic-free & recyclable when clean and dry. Made from 100% compostable fiber. Not required to be disposed of at a commercial facility. > Sustainable option for restaurants, food trucks, cafeterias, dining halls, special events, and any other food service application. > These containers can be used for cold and hot meals. Durability and strength hold up under extreme conditions. > The first step in eliminating single-use plastics & polystyrene. 100% recyclable, compostable",https://www.amazon.com/dp/B08CSTK9VM,https://m.media-amazon.com/images/I/31VToXvsDEL._SY445_SX342_QL70_ML2_.jpg,1,1,0,0,0,1
"Premium Yoga Cork Mat | 5mm Thick Natural Tree Rubber Base and Bigger Mat for Extra Support, Alignment lines for Guidance | Non-Slip, Natural & Eco-friendly, Your Ultimate Eco-Friendly Yoga Companion",Mats,Sports & Outdoors,Cork,Y O GAYO,"Sustainable and Eco-Friendly: Our yoga mat is made from high-quality cork, a renewable and biodegradable material, making it an eco-conscious choice for your yoga practice. You can feel good about using a product that contributes to the well-being of the planet. > Superior Grip and Traction: The natural cork surface provides excellent traction and grip, ensuring a stable foundation for your poses and preventing slips or sliding during your yoga sessions. With this mat, you can confidently explore new poses and deepen your stretches without worrying about stability. > Versatile and Multipurpose: Our yoga cork mat can be used for a wide range of yoga exercises, whether you're a beginner or an experienced yogi, our cork mat is suitable for various styles of yoga, including Hatha, Vinyasa, Ashtanga, and more, our cork yoga mat adapts to your practice. > Easy to Clean: Cleaning our cork yoga mat is effortless. Simply wipe them with a damp cloth or use mild soap and water to keep them fresh and hygienic. Their odorless and non-toxic nature ensures that you can focus on your practice without any distractions or concerns. > Lightweight and Convenient: With its lightweight design, this yoga mat is easy to carry, roll it up and take it with you to your yoga studio, gym, or travel destinations. They fit perfectly in your yoga bag or backpack. With this mat by your side, you can maintain your yoga routine wherever you go.",https://www.amazon.com/dp/B0CCRMSDMP,https://m.media-amazon.com/images/I/910hhEjzk+L._AC_SY300_SX300_.jpg,1,0,0,1,1,1
Reusable Paper Towels - 10 Pack - Roll of Washable Cotton Cloth Paper Towels - Paperless Reusable Napkins Cloth Washable - Absorbent + Long Lasting - Zero Waste Products - (Periwinkle),Cleaning Cloths,Health & Household,Cleaning Cloth,Earthly Co.,"MULTIPURPOSE - Not just a cleaning cloth. Use as everyday cloth napkins washable hand towels for your guests, kitchen towels for drying dishes, or wiping counters, dish cloths, baby wipes, and more. And when they wear out, just use them as rags! > HIGH QUALITY & COMPOSTABLE - Our 100% cotton cloth napkins / reusable paper towels are made of double-brushed compostable cotton flannel, making them softer yet more durable than other paper towel alternatives or reusable napkins. > MACHINE WASHABLE + PERFECT SIZE - 13"" x 10"" to account for shrinking. Larger than other brands of cloth paper towels, but smaller than typical cloth napkins which tend to be too large. > SAVE MONEY & THE PLANET - Notpaper towels replace 80+ rolls of disposable towels, plus other disposable paper products such as tissues and paper napkins. > SUSTAINABLE GIFT - Help others reduce household waste by gifting them a roll of reusable towels / cloth napkins. Comes in a cute recyclable box, so no wrap needed. A practical and unique gift for all occasions, especially during the holidays when you're looking for a hostess gift or stocking stuffer.",https://www.amazon.com/dp/B0DB38K6K1,https://m.media-amazon.com/images/I/81xeggMbW-L.__AC_SX300_SY300_QL70_ML2_.jpg,1,1,1,0,0,1
Biodegradable Dental Floss Refills 2-pack | For Refillable Glass Holder | Naturally Waxed With Candelilla Wax | 100% Compostable | Natural Silk Spools of 66 yds/60m | Eco-Friendly Zero Waste Oral Care,Dental Floss,Health & Household,String,TreeBird Eco Dental,"THE ECO-CONCIOUS CHOICE - Our floss refills are suitable for all of you who are trying to take or are already taking a more planet-conscious approach to the world. Good on you! With this product, you get 2 spools of pure silk floss, each 33 yards long, total length of 66 yds. These refills are compatible with TreeBird reusable containers for dental floss. NO CONTAINER INCLUDED WITH THESE REFILLS! > BETTER FOR THE PLANET - Help the earth by making more sustainable choices when buying refillable and reusable everyday items. Pure Silk Eco Floss by TreeBird is a product with no plastic in it so it won't be left behind for hundreds of years to litter our planet and harm wildlife on it. > WITHOUT THE NASTIES - Besides feeling like a boss for making better choices by stocking up on zero-waste products, our silk floss is kinder to you too! It's made from pure peace silk and waxed with plant-based Candelilla wax. It works exactly like regular dental floss but is sustainable and comes without any of the artificial nasties that you might find in traditional nylon floss. > PACKAGING MADE FROM RECYCLED PAPER - We pack our floss refills in a small recycled Kraft cardboard box (plus sanitary waxed paper to cover the spools). Also, the ink we use is made of soy-bean which breaks down quicker than petroleum or oil-based inks so the packaging can be tossed straight to your compost pile, promoting our eco-conscious goals. > FLOSS LIKE A BOSS WITHOUT A CARE IN THE WORLD - Simply wrap the desired amount of floss around your fingers, and gently glide the clean sections in an up and down motion between your teeth and around the gums (remember not to saw though). If for some reason it happens that you're not fully happy with your product just contact us and we'll do everything we can to make it right!",https://www.amazon.com/dp/B07FL946Z7,https://m.media-amazon.com/images/I/51a4OmUbPyL._SX300_SY300_QL70_ML2_.jpg,1,1,1,0,0,1
"100% Compostable 12 Oz Heavy-Duty [125-Pack] Eco-Friendly Disposable White Bagasse Bowls, Made of Natural Sugarcane Fibers  12 Oz Biodegradable Paper Bowls",Bowls,Health & Household,OrienTreeN,OrienTreeN,"Embrace an Eco-Friendly Lifestyle: Our innovative tableware collection is a revolutionary step towards sustainability. Made from recycled bagasse and bamboo, these products are a testament to our commitment to the environment. No trees are harmedonly sugar cane remnants transformed into these extraordinary plates and bowls. > Supporters of Biodegradability: Our tableware is certified 100% compostable by the BPI, ensuring it won't end up in landfills. In just 90 days at a commercial compost facility, they return to nature, leaving zero waste behind. Our dedication to a clean planet is unwavering. > Strength Meets Convenience: These tableware items boast exceptional durability, stronger than regular disposable alternatives. They tackle challenges like oil, moisture, bends, and cuts with ease. Plus, they're microwave-safe, accommodating both hot and cold foods effortlessly. > Suitable for Every Meal: Whether it's a messy pasta or a greasy barbecue, our plates and bowls are up for the task. Designed to handle all types of food gracefully, they remain steadfast against spills and breaks. No matter the cuisine, they hold their own. > Pure, Chemical-Free Design: We prioritize your family's health and the environment's well-being. Our tableware is free from harmful PFAS chemicals and avoids plastic or wax coatings. Your choice goes beyond just sustainabilityit safeguards your loved ones too.",https://www.amazon.com/dp/B0B9MBYNTD,https://m.media-amazon.com/images/I/611xHNVkNdL.__AC_SX300_SY300_QL70_ML2_.jpg,1,1,1,0,0,0
"Clarimond Bamboo Toothbrush Set - Eco-Friendly, Biodegradable, 2 Types BPA-Free Soft Bristles, 100% Biodegradable Bamboo Handle, Gentle Cleaning, Natural Wooden Toothbrushes, Travel Pack",Manual Toothbrushes,Health & Household,Charcoal Infused Bristle,CLARIMOND ORALCARE,"Experience gentle cleaning with our Bamboo Toothbrush, featuring BPA-free bristles in vibrant colors. The 100% biodegradable bamboo handle ensures a sustainable, eco-friendly choice for oral care. > Our toothbrushes come in two different shapes, perfect for adults and kids. The soft bristles provide a comfortable clean, while the natural wooden design supports a zero waste lifestyle. > Crafted from organic, plant-based materials, this biodegradable toothbrush set is vegan and compostable. Ideal for travel, each toothbrush is lightweight, measuring 7 inches (17.8 cm) in length. > Embrace sustainability with our eco-friendly toothbrushes. The recyclable bamboo handle and medium bristles offer a natural, effective clean, promoting dental health for the whole family. > Choose a toothbrush that cares for the planet and your oral health. Our charcoal-infused bristles and wooden handle provide a natural, recyclable option for a greener dental routine.",https://www.amazon.com/dp/B0DM6YSB5F,https://m.media-amazon.com/images/I/71s20eCoz7L.__AC_SX300_SY300_QL70_ML2_.jpg,1,1,1,1,0,1
